representative	clustername	nObs	min_qupm	max_qupm	nCoeffsH0	nCoeffsH1	rssH0	rssH1	df1	df2	F_statistic	pEC50H1	slopeH1	pEC50_slopeH1	detected_effectH1	nObsRound	pi	FDR
RBSD	RBSD	50	4	5	10	24	0.229016341429764	0.124954348548231	14	26	1.3436885924858	6.38301533602005	6.14989494328764	-0.0218094882628044	expression/solubility	50	0.292688925782451	0.0549205138279641
YRAP	YRAP	50	8	11	10	24	0.120740906512414	0.0597439116982481	14	26	1.33065978271751	5.69897000433602	10.7342364133965	-0.0155603287800733	expression/solubility	50	0.292195783503884	0.0555955023902312
RPSL	RPSL	50	3	8	10	24	0.950765116877838	0.565319902641614	14	26	1.32511973104398	6.22524989589091	-4.82527683334578	0.0125148902030257	stability	50	0.291304079491452	0.0557375481674842
RUVC	RUVC	40	2	6	8	20	1.02286746599566	0.590180895823623	12	20	1.32157372230264	7.69897000433602	30.2069234817815	0.00466825830960504	stability	40	0.349206349206349	0.0770112861367614
RPMA	RPMA	50	6	8	10	24	0.689868405115937	0.407014079661512	14	26	1.3208226121642	6.00199776409186	-5.63623219556721	-0.0101531127213287	expression/solubility	50	0.290320588053617	0.0557570693371608
GLMS	GLMS	40	6	26	8	20	0.996887631069025	0.576097394204631	12	20	1.31443998165417	5.69897000433602	-6.49121487494917	-0.028159943432946	expression/solubility	40	0.346636985212275	0.0768772556218891
YDGD	YDGD	40	2	3	8	20	1.5907662122545	0.931056083856803	12	20	1.3103731935511	7.34603103721382	-15.7172934067623	0.00108285505554616	stability	40	0.343839541547278	0.0764232037627723
LEPA	LEPA	40	2	22	8	20	1.0784520018677	0.625807498645753	12	20	1.30896880809042	6.49998762747537	-3.44570098945676	0.0173543644705719	stability	40	0.340764331210191	0.0755830659451176
CYDA	CYDA	50	10	11	10	24	0.211838733020849	0.116241242637345	14	26	1.30558308753685	5.89910345464596	-5.99970444854988	-0.027831091195367	expression/solubility	50	0.290124604798215	0.0568228597459425
YQJC	YQJC	50	8	11	10	24	2.83540628866721	1.72422999279622	14	26	1.30333861618086	6.55701358832415	-2.41435205873271	0.010293711784214	stability	50	0.288956408507472	0.0565957397588618
MDTA	MDTA	50	2	12	10	24	0.439997090417558	0.256481220367097	14	26	1.29976309952253	5.73399706983852	-8.0940326533848	-0.027678588763331	expression/solubility	50	0.287912633407793	0.0565341053274127
LDHA	LDHA	50	4	11	10	24	1.7277946450233	1.04774315773885	14	26	1.29610026237795	5.69897000433602	9.60246132498874	-0.016107442230248	stability	50	0.286974346232685	0.0566122119386297
PGI	PGI	50	4	27	10	24	0.381158883841599	0.220873591322217	14	26	1.29331239722279	5.69897000433602	1.69520886900822	-0.013027122771236	stability	50	0.285891858297079	0.0564995781411127
NFUA	NFUA	50	6	11	10	24	0.983551628867144	0.591397584420812	14	26	1.29204274259892	6.71969627668812	0.912168355598297	0.0179814424523033	stability	50	0.284772741403967	0.0563389307784557
MOEB	MOEB	50	4	6	10	24	0.368433874539451	0.213165979092853	14	26	1.2917644175788	6.51807750855363	-3.86173526630851	-0.00801987493926018	expression/solubility	50	0.283546822534511	0.0560380140914304
NRDA	NRDA	40	10	38	8	20	1.29248558562281	0.761106261270739	12	20	1.27833986691887	6.82855231353169	-1.60927013965236	0.00104686272067537	stability	40	0.339907006573673	0.0778476159250192
MLAA	MLAA	50	5	7	10	24	0.984801985058467	0.595247496510833	14	26	1.2756356401871	7.41625789082358	-1.8519542367993	0.018607743720656	stability	50	0.283218964441672	0.0569195276242303
BORD	BORD	50	2	5	10	24	1.76495421562582	1.08036165059925	14	26	1.26659215824462	5.69897000433602	-1.85874387032953	-0.0408933290647757	stability	50	0.282623647845933	0.0574471817531281
FETB	FETB	50	2	4	10	24	0.746357580601953	0.449571734621997	14	26	1.2641211671529	6.89485510108271	-9.21950752526079	-0.00171726545186532	stability	50	0.281566762607934	0.0573677634217829
YCAC	YCAC	50	2	6	10	24	0.700442851100341	0.421220020323067	14	26	1.26325007742923	6.43063666260731	2.17195136473226	0.0142413076597305	expression/solubility	50	0.280332895313184	0.0570566744685214
CLCA	CLCA	50	2	4	10	24	0.590646173599178	0.353356807438265	14	26	1.26121008214739	6.79671042762681	0.975056876281595	0.0246269960707049	stability	50	0.279273638071384	0.0569749123312989
MOG	MOG	50	6	8	10	24	0.309614925077014	0.178985888694202	14	26	1.26050458077005	7.06683095186052	-0.263367845815671	0.0695099075057124	stability	50	0.278021289918597	0.0566410777113164
NUOK	NUOK	50	2	2	10	24	7.92641553471135	4.91675498461029	14	26	1.25409125776502	5.69897000433602	-2.12607141491477	-0.0357780692090846	stability	50	0.277289836888331	0.0569878423398088
CAN	CAN	50	8	9	10	24	0.313871769663249	0.182336254741117	14	26	1.24967058571477	7.69897000433602	8.52855279182406	0.0262305234781246	expression/solubility	50	0.276468740182218	0.0572168432677386
YCJF	YCJF	50	6	9	10	24	0.732135067232129	0.442981939722295	14	26	1.24859626946124	6.56938033644428	-4.00638653716368	0.0179734644803134	stability	50	0.27528125196405	0.0569684516616112
RACR	RACR	40	2	6	8	20	3.43610926580651	2.0780485124824	12	20	1.23929677692746	6.77626082027559	2.57560400049072	0.016637665477226	stability	40	0.340301409820126	0.0818374099362207
CLPX	CLPX	40	2	21	8	20	1.39107416971975	0.832541664840785	12	20	1.23412688491815	7.69897000433602	18.1009505384722	0.00419345203833817	stability	40	0.337607531244928	0.0815152756667586
HUPA	HUPA	50	4	5	10	24	2.71537828424516	1.68772875390803	14	26	1.2309088667838	7.69897000433602	7.24972872594863	0.0213029276769115	expression/solubility	50	0.275200403963896	0.058158766689348
FOLX	FOLX	50	7	11	10	24	0.402705607426065	0.239215808957141	14	26	1.23087724205072	6.70186834187209	-1.37165887122049	0.0198489441088376	stability	50	0.273938016789749	0.0578125704843662
NEMA	NEMA	40	2	13	8	20	0.544186157287673	0.316486519657491	12	20	1.22386665896202	6.7641070287392	4.4254075149953	0.0207054534815465	expression/solubility	40	0.335450252401889	0.0819368301700169
TOPA	TOPA	50	5	47	10	24	0.997327513385776	0.613165375436596	14	26	1.22319349711335	6.44323050247416	-4.24263327355351	0.014524579047529	stability	50	0.273089322966053	0.0580034240080638
LDCA	LDCA	40	4	7	8	20	0.308581248538567	0.172551170236226	12	20	1.21768504548217	6.7601242820612	2.41582852660859	0.0367795564455827	expression/solubility	40	0.332681017612524	0.0815129873412237
FUCI	FUCI	50	8	18	10	24	1.53449232974953	0.952117497847331	14	26	1.21748153307841	6.58138636820397	-3.78893307377473	0.0141087343116083	expression/solubility	50	0.272358753483658	0.0583466221553227
THIB	THIB	50	7	11	10	24	0.280904667605265	0.163908949395537	14	26	1.21459299260486	6.84561104984037	-3.75312194869323	-0.0201397751690938	stability	50	0.271229404309252	0.0581735197767112
YBCJ	YBCJ	40	3	6	8	20	0.315061810006678	0.177026756624478	12	20	1.21058409288164	6.67276117134033	2.33122610794744	0.0287714346625852	stability	40	0.330011436039863	0.0812289178046647
YFGG	YFGG	40	2	3	8	20	0.547909744626923	0.320537677133028	12	20	1.2085152719681	6.74921373685497	-4.95638803097736	0.0214819508702204	stability	40	0.326850792613172	0.0802759913725758
HEMC	HEMC	50	9	12	10	24	0.670899914516846	0.41057005604074	14	26	1.20593658624841	7.07923230982458	-0.772744037773948	0.0436445144790848	stability	50	0.270527719565632	0.0585528277068042
YEDI	YEDI	50	3	7	10	24	0.257708788422107	0.149825472392727	14	26	1.20541041148895	6.86463200395546	-2.28943539298198	0.0252237409682209	stability	50	0.269308943089431	0.0582646596220731
PYRI	PYRI	40	5	7	8	20	0.706647668563425	0.420114671163041	12	20	1.1960326975458	5.69897000433602	2.33616126747462	-0.0443158584189991	expression/solubility	40	0.3240058910162	0.0797598443395719
YTFP	YTFP	50	2	4	10	24	0.855292411279093	0.529053334255633	14	26	1.19370951546797	5.69897000433602	2.79082320688921	-0.0294816790430833	expression/solubility	50	0.268892570409073	0.0590100293972565
YCCF	YCCF	40	2	3	8	20	0.518880339342525	0.304746978837461	12	20	1.18972006659614	5.69897000433602	-12.8765578568954	-0.0173331045907871	expression/solubility	40	0.320943179957426	0.0789520222695268
HLDD	HLDD	50	12	19	10	24	0.566151750017852	0.346457168740888	14	26	1.18882236757263	6.73923614486817	-1.68041578611803	0.0102822696790596	stability	50	0.268062292570845	0.0592213706141568
SOLA	SOLA	50	5	17	10	24	1.59655502846832	1.00039317309768	14	26	1.1881852387454	5.69897000433602	-19.9678753530383	-0.0215550648180046	stability	50	0.266870969801443	0.0589687075063297
METQ	METQ	50	11	15	10	24	0.435816607485534	0.264749256399115	14	26	1.17815767691488	6.69985887672869	2.50807730691196	0.023112248818842	stability	50	0.266325224071703	0.0595442574144051
UBIA	UBIA	40	2	4	8	20	0.316248230682296	0.180128833960057	12	20	1.17724247861887	6.52196906200366	0.730198494131341	0.0424775274840611	expression/solubility	40	0.318869165023011	0.0794862266434173
CCMH	CCMH	40	5	6	8	20	0.420586967707701	0.245122758632435	12	20	1.176091823468	5.69897000433602	-8.27471071467117	-0.023601128032089	expression/solubility	40	0.315841421286396	0.0787323109740997
HDEB	HDEB	50	3	4	10	24	4.52025783711736	2.86772806821288	14	26	1.17469164673575	6.54607125821599	3.68190102402201	0.0166975557341441	stability	50	0.265350596077426	0.0595692339502638
FADB	FADB	50	3	19	10	24	1.06875048724301	0.669780371714832	14	26	1.16827250303718	6.72127721813513	8.50536714833461	0.00249102652999732	stability	50	0.26461143224149	0.0598951552708778
GROS	GROS	50	6	7	10	24	0.604032502829339	0.374039958884763	14	26	1.16058996036844	6.46408503620774	-3.69797305506561	0.0181344348014032	stability	50	0.264209305322851	0.0606504761611565
LON	LON	50	2	42	10	24	2.13242053681446	1.35294853678469	14	26	1.15887052960796	7.12483542038041	1.02155285162729	0.0301295255468008	stability	50	0.263157894736842	0.0605759682224429
YBCH	YBCH	50	3	7	10	24	0.703721559128522	0.438159114845623	14	26	1.15842146077166	6.73895730935008	2.23994644354765	0.019693858625144	stability	50	0.261935483870968	0.0602839404332914
YTJB	YTJB	50	3	6	10	24	0.53884623576177	0.332739319434328	14	26	1.15691880341384	5.69897000433602	14.0364077063108	-0.0259277319240847	stability	50	0.260796591569298	0.0600988919684895
MLC	MLC	40	4	7	8	20	0.338148995546443	0.19566993108722	12	20	1.15225816429818	6.55985942961901	-13.0976308422235	-0.0161179874889675	stability	40	0.314830157415079	0.0806893838698718
ASMA	ASMA	50	8	16	10	24	0.221504441883583	0.130004201532996	14	26	1.14529169903007	6.50467256741181	-6.01008534695037	-0.0129680396232985	expression/solubility	50	0.260413292738226	0.0608737918528351
YCCU	YCCU	50	2	8	10	24	1.35840221559105	0.861505611293575	14	26	1.14379700866906	6.66668457496977	1.23178220566912	0.0174338198826141	expression/solubility	50	0.259268861809697	0.060681425297551
TAMB	TAMB	50	21	35	10	24	0.482857183973063	0.298836478089854	14	26	1.13789710493699	6.75788358896381	-1.41961903883429	0.0175599184247639	stability	50	0.258491914009223	0.0609549540197116
YEEX	YEEX	50	7	11	10	24	2.63807019333518	1.69655892703012	14	26	1.12198179167132	6.77060967550999	2.30205741115859	0.0206801162725224	stability	50	0.258620689655172	0.0623732251521298
CSPC	CSPC	50	4	4	10	24	0.337239927840599	0.206319409149488	14	26	1.12012765420256	6.91980881367646	-3.05607765253305	0.0301141564702821	stability	50	0.257465856368032	0.0621664888173013
SFSA	SFSA	40	2	7	8	20	0.68117582641644	0.41571991381109	12	20	1.1186520531929	6.27340349444185	5.84197710067971	0.0116894836980854	stability	40	0.314802411252512	0.0839473096673365
ATPF	ATPF	50	12	15	10	24	2.15200771305804	1.38647378878526	14	26	1.11130210193806	7.69897000433602	-0.555667485375067	0.0442713432807589	stability	50	0.256964929531301	0.0627850977821479
GUAA	GUAA	40	3	37	8	20	0.850003662406976	0.524115145203333	12	20	1.1111781223284	5.83253673062419	32.5206508773615	-0.0111936038510119	stability	40	0.311818943839061	0.0832445216141779
NRDR	NRDR	50	4	10	10	24	0.607580585432477	0.383455875378436	14	26	1.10552083964762	7.69892830380154	-8.3242831546981	0.0185104782664294	stability	50	0.256140811769342	0.0629949506442043
ICLR	ICLR	40	2	5	8	20	0.428638732573398	0.257071663938616	12	20	1.10429255335876	6.7572510154401	2.71525302481398	0.0199785537030157	expression/solubility	40	0.308828465928164	0.0825374298619399
YIIM	YIIM	50	3	10	10	24	2.34430560367965	1.51575605933879	14	26	1.10249686400925	6.59708579574484	2.84001355952558	0.0218993900799136	expression/solubility	50	0.255128879537086	0.0629679787793658
GPMI	GPMI	50	9	24	10	24	2.33651786801002	1.51077545616956	14	26	1.10230226336223	6.53147849635106	-3.9896520847317	0.0146498076865777	stability	50	0.253813782219884	0.0625602098008108
MINE	MINE	50	4	7	10	24	0.883733614972116	0.564337184910875	14	26	1.09985196170603	5.69897000433602	4.78267533262974	-0.0309351561462006	expression/solubility	50	0.252731341318942	0.0624454229280091
COBS	COBS	40	2	3	8	20	0.693401744761377	0.426615279502404	12	20	1.09821723041959	7.02554776397013	-3.89221924395399	0.0220507310217587	stability	40	0.305882352941176	0.0818940342094285
TIG	TIG	50	17	38	10	24	1.83971697144194	1.18864525702478	14	26	1.09796364776977	6.3389270795893	-4.8152768540913	0.0113962325761787	stability	50	0.251613753128705	0.0622869012711986
CYDC	CYDC	40	5	13	8	20	0.0938863605787191	0.0441858031334475	12	20	1.09433979962931	6.91104058946746	-6.64513418593768	0.00198961483091345	stability	40	0.302877334679455	0.0811775471216843
PFKB	PFKB	50	2	11	10	24	0.854313677690846	0.546555551220217	14	26	1.09218790709686	6.50827419285527	2.6673488750713	0.0213517539792435	expression/solubility	50	0.250775424008447	0.0624782422116283
PTA	PTA	40	9	32	8	20	0.570903775674043	0.349363538327185	12	20	1.09117446659331	6.71491323635941	-6.60246523523032	0.0149074715514515	stability	40	0.2996632996633	0.0801915872338408
NHAA	NHAA	50	2	3	10	24	1.53457985261874	0.992201961981858	14	26	1.08961218669226	6.84277668857716	3.12913462895492	0.0220379652529728	stability	50	0.249603803486529	0.0622525734455175
METI	METI	40	2	2	8	20	0.273893940999006	0.159619357642395	12	20	1.08798504613818	5.89272075413701	0.91655002765897	0.0326778162289133	expression/solubility	40	0.296846011131725	0.0797317970250301
GLNP	GLNP	40	2	3	8	20	0.229173754580881	0.131292212083383	12	20	1.08272096422285	5.81476358452711	6.60224996930248	-0.029507550092401	stability	40	0.294217111937775	0.0795209187160489
METK	METK	50	16	20	10	24	0.244583990687222	0.148608277156389	14	26	1.0794788333079	6.86893587439168	-8.22965528562353	-0.00221791522817447	expression/solubility	50	0.249287277066897	0.0630946756006387
HOLE	HOLE	50	5	6	10	24	0.598867868954912	0.381262245124286	14	26	1.07902337875071	7.69897000433602	-0.52680395969051	0.0536323335710742	stability	50	0.24799416484318	0.0627173648770072
RPMG	RPMG	50	4	5	10	24	0.340660314266762	0.212506508925947	14	26	1.06902913973562	6.70661180107845	-2.39898896149367	-0.014183954628431	expression/solubility	50	0.247422680412371	0.0632392837764514
MLAF	MLAF	40	7	9	8	20	0.497142483936569	0.304745188887938	12	20	1.06896047309944	6.45598937089034	2.84774328353682	0.0130821179305583	stability	40	0.292119565217391	0.0800020830177246
MRP	MRP	50	6	12	10	24	1.78205447192063	1.16354902178876	14	26	1.06488721870751	6.9091353768784	-8.67880863644085	-0.00276821120630859	stability	50	0.246436659118156	0.0632445197447778
CCME	CCME	50	3	5	10	24	0.266165479762702	0.163735258433959	14	26	1.06431118891709	6.87885348952031	-5.47205494548179	0.000510341765183863	expression/solubility	50	0.245169886742172	0.0629011979765021
LPP	LPP	50	5	5	10	24	1.13850770521469	0.739869244705575	14	26	1.0616936148707	7.52645257774159	-7.6003554795861	0.00774390441500449	stability	50	0.244048809761952	0.0627394155108872
RPMF	RPMF	50	4	5	10	24	1.04700297009738	0.680522742207658	14	26	1.05701993003031	6.41332435926125	-6.65375570435879	-0.00637281366796468	expression/solubility	50	0.24316921638052	0.0628770663559839
RBSC	RBSC	40	2	2	8	20	0.565984448550683	0.35155165009427	12	20	1.05032129251587	6.07202385534329	-3.08321927582156	0.0130988422159023	expression/solubility	40	0.290846877673225	0.0815482130976143
ECO	ECO	50	2	8	10	24	1.24133507263417	0.811090736221912	14	26	1.04939479007097	6.05606026949925	4.27453024154486	0.00611630671324956	stability	50	0.242659873977745	0.0634722101737866
ZAPD	ZAPD	40	3	8	8	20	0.873752182004784	0.553024122021407	12	20	1.04060723220594	6.76919325383951	-16.4996673190147	-0.0104085535495877	expression/solubility	40	0.288362512873326	0.0815197830510407
PSPA	PSPA	50	8	18	10	24	5.09562554248005	3.3767362318487	14	26	1.03956042492825	7.69897000433602	-0.490490852966355	0.0313706098239577	stability	50	0.242147037061949	0.0640614844133212
STPA	STPA	50	4	10	10	24	3.17624998805271	2.10186633679282	14	26	1.03746100727242	5.69897000433602	0.301860712199441	-0.131962137505724	expression/solubility	50	0.241028748400996	0.0639024719522068
WECA	WECA	40	2	3	8	20	0.453482512307439	0.280050875401063	12	20	1.03707389881071	7.69897000433602	-17.3265506063541	0.0227148535317828	expression/solubility	40	0.285223367697594	0.0806493660386302
RPOE	RPOE	40	6	11	8	20	0.414735728928661	0.255315152696958	12	20	1.03213826257551	7.04846927889371	-0.170095008571334	0.0636742681838237	stability	40	0.282174810736407	0.0799010460641923
YJFP	YJFP	40	2	4	8	20	1.78391318133113	1.14846426603307	12	20	1.03201609246958	6.6669714696105	3.81768706110085	0.0209853512731706	expression/solubility	40	0.2787816210635	0.0787176186872794
YFBR	YFBR	40	3	4	8	20	0.96410789314369	0.61400795632289	12	20	1.03058979719356	7.12653573782263	2.29562171835243	0.0324855934940452	expression/solubility	40	0.275624461670973	0.0778427447210684
MIPA	MIPA	50	4	6	10	24	0.610015314694268	0.395469933721515	14	26	1.02872299819971	6.44886613964099	-3.23138574269975	0.0159737412407298	stability	50	0.240475547149419	0.0644399317751959
SECD	SECD	50	7	32	10	24	1.55036340588356	1.02406699732812	14	26	1.0254882683688	6.58034158127063	-2.55655868448703	0.0178193487059717	expression/solubility	50	0.239334730579406	0.0642531276048354
USPF	USPF	50	4	8	10	24	0.942607394130087	0.618106397337424	14	26	1.02541034858478	6.40575722299161	3.48454260791401	0.015360596737937	expression/solubility	50	0.238014740685645	0.0638466814137921
YDJN	YDJN	50	2	4	10	24	0.672701491505541	0.437998096828098	14	26	1.02415850796589	6.38245709446031	-0.623379338467655	0.0277970965893954	stability	50	0.23680649526387	0.0635783975611169
PURM	PURM	40	5	8	8	20	0.381792751298767	0.234722193553258	12	20	1.02259375778553	6.72495241568452	-2.51327636804	0.0243844499728915	expression/solubility	40	0.273025747364783	0.0776823257383133
TRMA	TRMA	50	3	20	10	24	1.47093177609696	0.972228295089116	14	26	1.02174300671815	6.70939410421255	2.54933944629974	0.0168396624586471	stability	50	0.235676554246241	0.0634067620685807
DIAA	DIAA	50	2	5	10	24	1.0408433381261	0.685341280337632	14	26	1.01849574174005	7.15163974521315	-0.346799753650557	0.0703987782191419	stability	50	0.234639902346399	0.063349738188478
MENI	MENI	50	3	4	10	24	0.635515844713416	0.414287573608087	14	26	1.01632212246238	6.04077786255135	8.51513708861476	-0.0188904068489638	stability	50	0.233568712656165	0.0632506488019796
YJJV	YJJV	50	3	4	10	24	0.665700554761849	0.434919700531674	14	26	1.01364133382272	5.69897000433602	5.93472954361701	-0.0265481578788094	stability	50	0.232384317456003	0.063013631372102
YIFE	YIFE	50	8	11	10	24	0.544339190402761	0.353566148496037	14	26	1.01342595498853	6.69301452520093	-1.67400255696727	0.0163221682808799	stability	50	0.231072448008699	0.0626218245054503
ACKA	ACKA	50	14	21	10	24	0.197088052936564	0.120810474293683	14	26	1.01114785314657	6.00086702627595	-5.18980609908057	-0.0270999043186005	stability	50	0.229885057471264	0.0623825796239589
HPT	HPT	50	9	13	10	24	0.422439256731675	0.272287460634872	14	26	1.00872841209961	6.80231509146757	-6.97840077119468	-0.00149369580612746	stability	50	0.228602530956593	0.0620282702891218
MOAC	MOAC	50	7	8	10	24	0.721462805245246	0.474029200698844	14	26	1.00325771093658	6.63983384079252	2.71054222731523	0.0243111705461568	stability	50	0.227613465994276	0.0620312436849611
CYDB	CYDB	50	3	5	10	24	2.11908952462502	1.41959525449856	14	26	0.992310079784617	7.58674535376357	-12.8014024717822	0.013734415414591	stability	50	0.227210511908021	0.0627450567499842
CREA	CREA	50	7	10	10	24	0.171976936831697	0.104882238868096	14	26	0.990814220156486	6.76595556693724	-1.33754552918334	0.0269391532766842	stability	50	0.225996438843994	0.0624745597265279
RPSC	RPSC	50	3	23	10	24	1.93692302769077	1.29998948322816	14	26	0.984523482851071	6.36197333519205	-3.88236794945473	0.0102966139552062	stability	50	0.225290198502644	0.0628190892372143
RPMD	RPMD	50	4	4	10	24	0.893935469943477	0.595637682557336	14	26	0.976201802823732	7.69897000433602	-2.92132370569799	0.00341640009046708	stability	50	0.224657156639791	0.0632511751995426
KDUI	KDUI	50	3	6	10	24	0.642634310220635	0.425135714375212	14	26	0.9756227765613	6.6918838994527	-3.02749396228696	0.0241016230413582	stability	50	0.223417459660736	0.062950149029409
AAS	AAS	40	14	26	8	20	1.35888715789531	0.88934753113988	12	20	0.974328203892649	6.81265504418183	1.90909427164131	0.0260974125267194	stability	40	0.27488986784141	0.0831658328977824
GLCG	GLCG	50	2	3	10	24	1.61078149465364	1.08403910009446	14	26	0.971344145445988	6.56378535698463	2.34791302789357	0.0146575132054515	stability	50	0.222667865292857	0.0632405102764871
SLMA	SLMA	50	3	6	10	24	2.12483838045434	1.43400475952824	14	26	0.970409834701478	6.94280292413107	2.60484261604999	-0.0122306510863038	stability	50	0.221437962770743	0.0629520518843797
GHXP	GHXP	40	2	3	8	20	0.287336259506725	0.177022922084004	12	20	0.967478098611803	6.7392519915781	-1.45318615395989	0.0174748184760521	stability	40	0.271604938271605	0.0821237904571238
FKLB	FKLB	50	3	9	10	24	1.50533476744174	1.0142524352686	14	26	0.965825524588334	5.75661833044726	-4.27232835004877	0.0043099330822285	expression/solubility	50	0.220634149725942	0.0631765001788323
YDCY	YDCY	50	4	7	10	24	6.94001871945724	4.72429349734354	14	26	0.960604835125261	5.69897000433602	0.198455602298242	0.0606127939776644	stability	50	0.21987197328138	0.0634503638631801
QUEC	QUEC	40	2	6	8	20	0.568467102970844	0.366040485937104	12	20	0.956456799796886	5.69897000433602	4.79065286275186	-0.0178115488597186	stability	40	0.269646975341494	0.0827552922638961
UIDR	UIDR	50	2	8	10	24	1.03833793967455	0.698758246465975	14	26	0.955085622602423	6.74464348188348	-7.00787901287432	0.00984060041947032	expression/solubility	50	0.219105435768614	0.0637183044830271
GRXA	GRXA	50	3	5	10	24	2.7598788607094	1.87683324574397	14	26	0.953074406664428	6.72149292657751	2.9054492659697	0.019185389439442	stability	50	0.217877094972067	0.0634325719538929
NLPE	NLPE	50	5	9	10	24	0.132975515406986	0.0801076684087448	14	26	0.948994875726593	6.37464773450823	0.369638821503553	0.10054376911526	stability	50	0.216980471757542	0.0635442810147087
YDJF	YDJF	50	4	10	10	24	0.20539309702989	0.129732134729002	14	26	0.948600020961416	7.22550304870864	0.528236035984638	0.0328670312958964	stability	50	0.215640971784639	0.0631267162983189
SLYA	SLYA	50	3	7	10	24	0.763165937665714	0.513652817095936	14	26	0.938603505656754	7.69897000433602	8.45849823034477	0.0114407870548711	stability	50	0.215447440681546	0.064077274760079
YBJQ	YBJQ	50	2	4	10	24	1.61830294687091	1.10259906720955	14	26	0.935470821394915	6.67132225089189	2.87531285174614	0.0204645488671565	expression/solubility	50	0.214356226202228	0.0639559067850225
BAMD	BAMD	50	13	16	10	24	2.08697749528444	1.43353072266551	14	26	0.918189079506208	6.71089900201368	-2.72881346152689	0.0181874134077117	stability	50	0.214793741109531	0.065653935961781
DNAK	DNAK	50	22	53	10	24	0.861854447847565	0.585791453142188	14	26	0.917769775684823	6.60992888670857	-5.331140050554	0.015295430933752	stability	50	0.213462359470613	0.0652454674110556
MSCM	MSCM	40	2	14	8	20	0.838600681325156	0.55565442104239	12	20	0.913995134589337	6.7294584890246	2.60294694169081	0.0190921457141395	stability	40	0.271591526344378	0.0882672460619229
PEPQ	PEPQ	50	14	21	10	24	1.39296289234283	0.957935327710076	14	26	0.904115728517905	6.68275339123196	2.10813212173304	0.0202687220705072	expression/solubility	50	0.213696665471495	0.0666964184893782
SUCB	SUCB	40	2	21	8	20	3.86521876546738	2.6222811822758	12	20	0.902701968081027	6.0817249578301	-3.90056833259478	0.00842096520342306	expression/solubility	40	0.269433824868014	0.0886248049356828
TPX	TPX	50	4	7	10	24	1.12682789959454	0.774688388809805	14	26	0.897514177951805	6.66085596770159	4.66908510946129	0.00583033384221903	stability	50	0.213087610683176	0.067143959531685
FHUD	FHUD	50	2	5	10	24	1.04500074158437	0.717858109734709	14	26	0.896757741347788	7.66797756789008	6.45883632806191	0.00466214009456684	stability	50	0.211693548387097	0.0666609471516815
PMRD	PMRD	40	2	3	8	20	0.981247669906164	0.657047435387074	12	20	0.895737523986188	7.28624909664227	1.07199288322722	0.0367604185191872	stability	40	0.26637474913337	0.0878592714224898
NAGK	NAGK	40	2	4	8	20	0.322380302069182	0.206635265974663	12	20	0.895061149037038	6.46894712706278	-2.26730591900565	0.0238884052895059	expression/solubility	40	0.262725779967159	0.0863678270024931
RPSJ	RPSJ	50	5	10	10	24	1.94407854937839	1.34614460644803	14	26	0.893350885260363	6.47794492777979	-9.64155862206579	0.000947885183409531	stability	50	0.210799884493214	0.0667708634132255
GROL	GROL	50	31	37	10	24	1.09240459499519	0.752179047229012	14	26	0.891949750926683	6.4680717093625	-0.749464700187443	0.0418823004115789	stability	50	0.209537572254335	0.0664451227872674
KDSA	KDSA	40	5	20	8	20	1.35677948871561	0.91600291000233	12	20	0.889240319492982	6.85892433835366	-2.38116092832343	0.0200555152407038	stability	40	0.260120901263968	0.0861758151372847
OMPA	OMPA	50	20	22	10	24	0.421956292001982	0.284597782879965	14	26	0.887220207806467	7.48735766145942	-6.80067183121479	0.00746974337471746	stability	50	0.208574739281576	0.0664734455864973
DSBA	DSBA	50	9	13	10	24	0.297747132656845	0.197819939128094	14	26	0.88618903656317	6.44877986377782	3.16590267704625	0.0153289789213649	stability	50	0.207201333043541	0.0660180087910212
THRC	THRC	50	4	17	10	24	0.417444428508139	0.281770520024987	14	26	0.88416472935301	6.5905162073843	0.542524062762518	0.0405392080571989	stability	50	0.206035983749275	0.0658085082423056
KDPB	KDPB	40	2	5	8	20	0.330027283286525	0.21352450147801	12	20	0.876796255161796	6.71164305008567	3.32482207236741	0.0238148474734707	expression/solubility	40	0.258827879460159	0.0875999968271924
TRML	TRML	50	2	9	10	24	2.09990514223579	1.46518842969907	14	26	0.873047834680386	6.91135310738692	23.11937028609	-0.00705733635367426	stability	50	0.206125283239529	0.0670739353349002
BGLA	BGLA	40	9	23	8	20	0.139472140863603	0.0830221005935663	12	20	0.862180878247468	6.68847822275606	-0.261449328626205	0.172977080951092	stability	40	0.257558790593505	0.089044173984794
AROP	AROP	40	3	6	8	20	0.473328605037491	0.314468315728744	12	20	0.858671520243966	5.69897000433602	1.06252471058425	-0.0335305184396165	expression/solubility	40	0.254300673148841	0.0880463969984183
ADEP	ADEP	50	2	3	10	24	0.352968013846472	0.239049713941027	14	26	0.858184906673117	5.69897000433602	-16.5268042651211	-0.0304587220229563	expression/solubility	50	0.206794682422452	0.0690170838357811
SPEG	SPEG	48	2	9	10	24	3.9213629730395	2.70431613045288	14	24	0.85326928023398	6.73135350018161	2.14830049878676	0.022032873969486	stability	50	0.206002223045572	0.0692417633223191
MAK	MAK	40	7	10	8	20	0.176549969034745	0.109330416594786	12	20	0.850225732876829	6.75869446183343	4.63099277009439	0.0265474459276723	stability	40	0.251690458302029	0.0878449050544335
